AtomicNumber_composition_average,AtomicRadii_composition_average,AtomicVolume_composition_average,AtomicWeight_composition_average,BCCefflatcnt_composition_average,BCCenergy_pa_composition_average,BCCfermi_composition_average,BCCmagmom_composition_average,BCCvolume_pa_composition_average,BCCvolume_padiff_composition_average,BoilingT_composition_average,BulkModulus_composition_average,Column_composition_average,CovalentRadii_composition_average,CovalentRadius_composition_average,Density_composition_average,ElasticModulus_composition_average,ElectricalConductivity_composition_average,ElectronAffinity_composition_average,Electronegativity_composition_average,FirstIonizationEnergy_composition_average,GSbandgap_composition_average,GSenergy_pa_composition_average,GSestBCClatcnt_composition_average,GSestFCClatcnt_composition_average,GSmagmom_composition_average,GSvolume_pa_composition_average,Group_composition_average,HHIp_composition_average,HHIr_composition_average,HeatCapacityMass_composition_average,HeatCapacityMolar_composition_average,HeatFusion_composition_average,HeatVaporization_composition_average,ICSDVolume_composition_average,IonicRadii_composition_average,IonizationEnergy_composition_average,IsAlkali_composition_average,IsAlkalineEarth_composition_average,IsBCC_composition_average,IsBoron_composition_average,IsCarbon_composition_average,IsChalcogen_composition_average,IsDBlock_composition_average,IsFBlock_composition_average,IsFCC_composition_average,IsHalogen_composition_average,IsHexagonal_composition_average,IsMetal_composition_average,IsMetalloid_composition_average,IsMonoclinic_composition_average,IsNobleGas_composition_average,IsNonmetal_composition_average,IsOrthorhombic_composition_average,IsPnictide_composition_average,IsRareEarth_composition_average,IsRhombohedral_composition_average,IsSimpleCubic_composition_average,IsTetragonal_composition_average,IsTransitionMetal_composition_average,MeltingT_composition_average,MendeleevNumber_composition_average,MiracleRadius_composition_average,NUnfilled_composition_average,NValance_composition_average,NdUnfilled_composition_average,NdValence_composition_average,NfUnfilled_composition_average,NfValence_composition_average,NpUnfilled_composition_average,NpValence_composition_average,NsUnfilled_composition_average,NsValence_composition_average,Number_composition_average,Period_composition_average,Polarizability_composition_average,Row_composition_average,SecondIonizationEnergy_composition_average,ShearModulus_composition_average,SpaceGroupNumber_composition_average,SpecificHeatCapacity_composition_average,ThermalConductivity_composition_average,ThermalExpansionCoefficient_composition_average,ThirdIonizationEnergy_composition_average,n_ws^third_composition_average,phi_composition_average,valence_composition_average
19.333333,1.268667,22.456509,40.213641,5.893453,-4.93507,8.410514,0.021522,12.883333,-5.603492,1431,67.333333,13.333333,1.09,112.666667,4184.666667,72.666667,4.87E+00,84.8,2.096667,9.537727,1.083333,-5.449114,3.288083,4.142725,0.198465,18.486825,13.333333,1666.666667,3900,0.660667,24.572667,18.186667,134.1,16.2,0.343333,920.033333,0,0,0,0,0,0,0.333333,0,0.333333,0,0,0.333333,0,0.666667,0,0.666667,0,0.666667,0,0,0,0,0.333333,787.533333,75.666667,110,2.666667,6.666667,0.666667,2.666667,0,0,2,2,0,2,19.333333,3.333333,4.686667,3.333333,19.206,25.333333,76.333333,0.660667,30.39,89.133333,31.843333,1.683333,5.433333,4.333333
22,1.258,19.053915,45.3792,5.89342,-4.220964,6.430689,0.032284,12.975,-5.078437,1951.86,93.85,13,1.085,114.5,5434,113.5,7.30E+00,155.71,2.245,8.999905,1.101,-4.821771,3.232676,4.072917,0.297697,18.053438,13,850,1250,0.576,24.385,9.6005,193.75,18.25,0.49,868.14,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0.5,1058.18,74.5,114.5,2,8,1,4,0,0,1,2,0,2,22,3.5,4.85,3.5,20.749,38,147.5,0.577,45.4845,41.7,35,0.875,2.6,4.5
20,1.262,21.758125,40.941133,6.028591,-3.814906,6.875655,0.021522,13.856667,-6.774583,1540.48,65.133333,14,1.063333,111.333333,4276,82,4.87E+00,170.613333,2.356667,9.453273,1.468,-4.580253,3.395879,4.278539,0.198465,20.63125,14,800,1166.666667,0.62,23.823333,6.974,132.5,20.733333,0.423333,911.953333,0,0,0,0,0,0.666667,0.333333,0,0.333333,0,0,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0,0.333333,834.906667,79,110.666667,2,7.333333,0.666667,2.666667,0,0,1.333333,2.666667,0,2,20,3.333333,4.2,3.333333,21.609333,25.333333,121.666667,0.621333,30.412667,51.133333,34.943333,0.583333,1.733333,5
31.333333,1.342,18.129739,69.5122,6.312723,-4.623022,6.015028,0.021522,16.116667,-2.106667,1653.333333,74.666667,13.333333,1.183333,120.666667,6787.333333,95.333333,7.40E+00,88.333333,2.09,9.072333,0,-4.949368,3.274146,4.125165,0.198465,18.223333,13.333333,2533.333333,3166.666667,0.367333,25.116667,22.12,147.433333,17.933333,0.616667,876.9,0,0,0,0,0,0,0.333333,0,0.333333,0,0,1,0.666667,0,0,0,0,0.666667,0,0.666667,0,0,0.333333,1302.666667,76.333333,118.666667,2.666667,13.333333,0.666667,9.333333,0,0,2,2,0,2,31.333333,4,5.14,4,18.478,25.333333,185.666667,0.368,63.566667,14.733333,30.624,1.543333,4.933333,4.333333
40,1.423,22.448987,93.1467,6.583431,-4.136629,6.526853,0.032284,19.315,-3.226667,2223.5,122.5,13,1.255,131,7574,124,7.30E+00,150.575,2.005,8.3247,0.232,-4.343814,3.427521,4.318406,0.297697,22.541667,13,1950,3200,0.323,25.9,17.43,214.065,22.35,0.83,802.95,0,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,1225.33,75.5,133,2,13,1,9,0,0,1,2,0,2,40,4.5,6.15,4.5,18.384,46,188.5,0.323,46.525,16.1,31.565,0.875,2.6,4.5
12.5,1.0095,13947.33171,26.391525,5.016175,-3.95361,5.800918,0,8.005,-5.839062,857.9075,35,14,0.855,86.25,2230.93825,31,1.52E+01,24.325,2.755,12.83217,4.82775,-7.078745,3.020379,3.805439,0,13.844062,14,1375,750,0.87625,27.953,3.66625,77.2196,19.9,1.465,1238.075,0,0,0,0,0,0,0.25,0,0.25,0,0.75,0.25,0,0,0,0.75,0,0.75,0,0,0,0,0.25,386.73,77.5,85.5,2.5,6.5,0,2.5,0,0,2.25,2.25,0.25,1.75,12.5,2.5,2.3625,2.5,27.27375,12,201.75,0.87775,100.269485,184.125,44.7935,1.605,6.2575,4.25
22,1.095333,6205.285683,47.697133,5.376712,-3.248509,3.943671,0,9.83,-0.585,2163.366667,93.333333,12.666667,1.023333,110,5947.143,82.666667,4.05E+01,125.9,2.413333,9.69027,0,-4.039367,2.748945,3.463454,0,10.415,12.666667,1233.333333,1166.666667,0.562667,26.086,9.14,201.4703,13.633333,0.953333,934.9,0,0,0,0,0,0.333333,0.666667,0,0.666667,0,0,0.666667,0,0,0,0.333333,0,0,0,0,0.333333,0,0.666667,923.446667,71.666667,105.333333,1.333333,9.333333,0,6.666667,0,0,0.666667,1.333333,0.666667,1.333333,22,3.333333,4.367333,3.333333,25.233667,32,154,0.563333,267.422467,271,42.864667,0.98,2.966667,2
19.666667,1.279333,22.752729,41.831175,5.936695,-4.33632,8.171497,0,13.133333,-5.603492,1435.666667,54,13.666667,1.096667,115.333333,4188.666667,44.666667,2.02E+01,87.233333,2.093333,9.566587,1.083333,-4.827224,3.309717,4.169982,0,18.736825,13.666667,1866.666667,3900,0.641,24.029333,16.893333,108.433333,16.533333,0.356667,922.933333,0,0,0,0,0,0,0.333333,0,0.333333,0,0,0.333333,0,0.666667,0,0.666667,0,0.666667,0,0,0,0,0.333333,664.123333,76.666667,110,2.333333,7,0,3.333333,0,0,2,2,0.333333,1.666667,19.666667,3.333333,4.47,3.333333,19.914,16,76.333333,0.641,133.823333,90.166667,32.396667,1.59,5.183333,4
24.666667,1.275333,16.942143,53.052333,5.844732,-3.429521,5.507688,0,12.593333,-3.382292,2372.573333,95.9,12.666667,1.12,123,6600,89,4.05E+01,145.673333,2.126667,8.604257,0.734,-3.819509,3.112742,3.921809,0,15.975625,12.666667,1300,1333.333333,0.492667,23.86,9.640333,203.666667,16.433333,0.583333,830.126667,0,0,0,0,0,0.333333,0.666667,0,0.666667,0,0,0.666667,0,0,0,0.333333,0.333333,0,0,0,0,0,0.666667,1034.633333,72,118.333333,1.333333,9.333333,0,6.666667,0,0,0.666667,1.333333,0.666667,1.333333,24.666667,3.666667,5.066667,3.666667,21.304667,32,173.333333,0.493333,267.423,34.333333,36.163333,0.98,2.966667,3.333333
23,1.134,9164.66849,49.4995,6.259274,-2.298716,3.295727,0,15.81,-1.97375,1719.48,70.55,14,1.08,117,4461.607,62,3.04E+01,233.55,2.53,10.347005,1.2465,-2.732544,3.233576,4.07405,0,17.78375,14,1550,1250,0.432,29.1945,8.4,155.35,20.4,1.27,998.25,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0.5,764.685,79,63,1,9,0,5,0,0,0.5,2.5,0.5,1.5,23,3.5,4.165,3.5,22.051,24,144.5,0.4325,200.50445,8.25,38.2205,0.735,2.225,4.5
30.666667,1.318667,16.956229,68.684,6.031497,-3.395505,4.789747,0,14.11,-1.91,2452.666667,96.1,12.666667,1.166667,128,7553,89.333333,4.31E+01,143.853333,2.116667,8.401717,0.266333,-3.610701,3.114873,3.924494,0,16.02,12.666667,1800,3000,0.363667,24.747667,11.296667,209.106667,17.8,0.653333,810.566667,0,0,0,0,0,0.333333,0.666667,0,0.666667,0,0.333333,0.666667,0,0,0,0.333333,0,0,0,0,0,0,0.666667,1069.846667,72.333333,123.333333,1.333333,12.666667,0,10,0,0,0.666667,1.333333,0.666667,1.333333,30.666667,4,5.356667,4,20.591333,33.233333,154.666667,0.363333,268.013333,26,34.826667,0.98,2.966667,3.333333
32,1.209,27.178884,71.725,6.520152,-2.32076,3.192977,0,18.32,-1.955,1766,70.95,14,1.155,126,6020,62,3.04E+01,221.45,2.43,9.77009,0.7285,-2.63184,3.350043,4.22079,0,20.275,14,2450,4200,0.4295,50.065,9.4425,157.6125,38.45,1.345,942.65,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0.5,811.785,79.5,63,1,14,0,10,0,0,0.5,2.5,0.5,1.5,32,4,4.6,4,21.046,24,144.5,0.3055,200.561,8.25,36.415,0.735,2.225,4.5
36.666667,1.385333,19.205524,84.897333,6.304739,-3.373298,5.571798,0,16.82,-2.147778,2553.666667,115,12.666667,1.233333,134,8026.666667,96,4.05E+01,142.25,1.966667,8.15412,0.154667,-3.500871,3.242639,4.085469,0,18.967778,12.666667,2033.333333,2633.333333,0.324,24.87,14.86,217.21,19.166667,0.81,786.666667,0,0,0,0,0,0.333333,0.666667,0,0.666667,0,0.333333,0.666667,0.333333,0,0,0,0,0,0,0,0,0,0.666667,1146.066667,72.666667,130.666667,1.333333,12.666667,0,10,0,0,0.666667,1.333333,0.666667,1.333333,36.666667,4.333333,5.933333,4.333333,19.728,37.333333,200.666667,0.324,268.116667,17.266667,33.873333,0.98,2.966667,3.333333
41,1.304,27.2444,95.225235,6.944183,-2.348195,4.435986,0,23.22,-3.8225,1828.65,73.85,14,1.25,135.5,6930,62,3.04E+01,206.8,2.28,9.08882,0.531,-2.593029,3.611244,4.549883,0,27.0425,14,3250,3150,0.2995,39.435,10.68,160.7,27.15,1.465,876.9,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0.5,872.31,80,63,1,14,0,10,0,0,0.5,2.5,0.5,1.5,41,4.5,5.5875,4.5,19.7115,24,144.5,0.265,200.7245,51.75,34.915,0.735,2.225,4.5
19,1.031,9303.701425,40.6897,5.495549,-1.808422,3.494303,0,10.745,-0.7875,635.05,35,14,0.99,94,3570.7145,47.5,8.45E+00,70.55,2.545,11.506125,0,-2.998396,2.832294,3.568467,0,11.5325,14,1050,1200,0.653,27.384,3.644,59.35545,16.2,1.07,1110.15,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0.5,373.74,78,102,1,9,0,5,0,0,1,2,0,2,19,3,-2.507333,3,26.5405,21.5,103,0.654,58.1337,405.1,47.328,0.66,2.05,2
20,1.297333,23.877976,42.442508,6.096226,-3.507721,8.016941,0,14.16,-5.540159,762.333333,30.666667,14,1.123333,112,3595.333333,35,5.63E+00,47.8,2.01,10.122526,1.083333,-4.013673,3.384958,4.26478,0,19.700159,14,1866.666667,4033.333333,0.642,24.346,14.716,46.7,17.633333,0.36,976.6,0,0,0,0,0,0,0.333333,0,0,0,0.333333,0.333333,0,0.666667,0,0.666667,0,0.666667,0,0,0,0,0.333333,442.426667,78.333333,114.666667,2,7.333333,0,3.333333,0,0,2,2,0,2,20,3.333333,0.481111,3.333333,19.138,14.333333,66,0.642,38.823333,94.733333,33.360667,1.54,5.066667,4
24,1.3112,20.409059,51.617505,6.096226,-2.567469,6.376194,0,14.16,-3.244095,929.4,46.4,13.2,1.174,116,5013.2,59,1.01E+01,28.68,1.866,9.831195,0.65,-2.904204,3.244453,4.087754,0,17.404095,13.2,1760,3180,0.5404,24.7636,11.6568,74.14,16.62,0.512,948.52,0,0,0,0,0,0,0.6,0,0,0,0.6,0.6,0,0.4,0,0.4,0,0.4,0,0,0,0,0.6,542.528,74.6,124.8,1.2,9.2,0,6,0,0,1.2,1.2,0,2,24,3.6,-2.038,3.6,18.6684,25.8,117.2,0.5404,69.694,68.92,35.9052,1.452,4.68,3.2
23,1.301,21.186115,48.7225,6.19758,-2.07994,5.84033,0,14.89,-4.983437,948.86,38.85,14,1.135,113.5,4550,57,8.45E+00,100.21,2.115,9.877105,1.101,-2.668608,3.377989,4.256,0,19.873438,14,1150,1450,0.548,24.045,4.3945,62.65,20.4,0.515,952.99,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0.5,540.52,78.5,121.5,1,9,0,5,0,0,1,2,0,2,23,3.5,-1.458333,3.5,20.647,21.5,132,0.549,58.1345,50.1,37.276,0.66,2.05,4
32,1.370667,19.551205,71.741067,6.515496,-3.195673,5.621455,0,17.393333,-2.043333,984.666667,38,14,1.216667,120,6198,57.666667,8.17E+00,51.333333,2.003333,9.657133,0,-3.513926,3.371021,4.24722,0,19.436667,14,2733.333333,3300,0.348667,24.89,18.649333,60.033333,19.366667,0.633333,933.466667,0,0,0,0,0,0,0.333333,0,0,0,0.333333,1,0.666667,0,0,0,0,0.666667,0,0.666667,0,0,0.333333,957.56,79,123.333333,2,14,0,10,0,0,2,2,0,2,32,4,0.934444,4,18.41,14.333333,175.333333,0.349333,72,20.333333,32.141333,1.4,4.566667,4
31.2,1.3552,17.812997,69.19664,6.347788,-2.38024,4.938902,0,16.1,-1.146,1062.8,50.8,13.2,1.23,120.8,6574.8,72.6,1.17E+01,30.8,1.862,9.551959,0,-2.604356,3.23609,4.077218,0,17.246,13.2,2280,2740,0.3644,25.09,14.0168,82.14,17.66,0.676,922.64,0,0,0,0,0,0,0.6,0,0,0,0.6,1,0.4,0,0,0,0,0.4,0,0.4,0,0,0.6,851.608,75,130,1.2,13.2,0,10,0,0,1.2,1.2,0,2,31.2,4,-1.766,4,18.2316,25.8,182.8,0.3648,89.6,24.28,35.1736,1.368,4.38,3.2
32,1.366,21.207244,72.17,6.477728,-2.028916,4.763417,0,17.165,-2.775,1069,39.15,14,1.205,121,5979.5,57.5,1.25E+01,97.48,2.1,9.573295,0.3995,-2.355396,3.381187,4.260028,0,19.94,14,1900,3950,0.3545,25.3765,6.879,70.81,22.45,0.62,923.65,0,0,0,0,0,0.5,0.5,0,0,0,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,593.34,79,129,1,14,0,10,0,0,1,2,0,2,32,4,-1.023333,4,19.577,23.35,104,0.354,59.02,37.6,35.271,0.66,2.05,4
40.5,1.461,22.698554,93.57,6.832071,-2.523503,6.152118,0,20.625,-2.135,1520,56,13.5,1.325,130.5,6918.5,81,9.75E+00,50.5,1.85,9.001295,0,-2.678681,3.507638,4.419347,0,22.76,13.5,4750,2650,0.2975,25.31,13.429,91.635,22.65,0.75,870.05,0,0,0,0,0,0,0.5,0,0,0,0.5,1,0.5,0,0,0,0,0.5,0,0.5,0,0,0.5,798.23,77,147.5,1.5,13.5,0,10,0,0,1.5,1.5,0,2,40.5,4.5,0.391667,4.5,17.247,31.5,180,0.2975,70.15,20.6,32.511,1.29,4.25,3.5
38.4,1.4352,21.19998,87.932,6.684902,-2.250221,5.704709,0,19.332,-1.668,1452,58.8,13.2,1.31,128.8,6962.8,83.8,1.12E+01,40.4,1.81,9.079875,0,-2.390945,3.412849,4.299921,0,21,13.2,4120,2500,0.3156,25.326,12.1568,96.368,21.14,0.748,877.32,0,0,0,0,0,0,0.6,0,0,0,0.6,1,0.4,0,0,0,0,0.4,0,0.4,0,0,0.6,777.12,75.4,146,1.2,13.2,0,10,0,0,1.2,1.2,0,2,38.4,4.4,-0.85,4.4,17.3904,33.8,182.8,0.3156,79.32,22.52,33.9532,1.296,4.22,3.2
39,1.442571,21.628144,89.542857,6.726951,-2.328302,5.83254,0,19.701429,-1.801429,1471.428571,58,13.285714,1.314286,129.285714,6950.142857,83,1.08E+01,43.285714,1.821429,9.057424,0,-2.473155,3.439932,4.334043,0,21.502857,13.285714,4300,2542.857143,0.310429,25.321429,12.520286,95.015714,21.571429,0.748571,875.242857,0,0,0,0,0,0,0.571429,0,0,0,0.571429,1,0.428571,0,0,0,0,0.428571,0,0.428571,0,0,0.571429,783.151429,75.857143,146.428571,1.285714,13.285714,0,10,0,0,1.285714,1.285714,0,2,39,4.428571,-0.495238,4.428571,17.349429,33.142857,182,0.310429,76.7,21.971429,33.541143,1.294286,4.228571,3.285714
41,1.466,24.581186,96.49,6.887591,-1.995605,5.936494,0,21.23,-3.131667,1220.5,67.5,14,1.305,130,6690,67.5,8.45E+00,95.075,1.875,9.201899,0.232,-2.190651,3.572835,4.50149,0,24.361667,14,2250,3400,0.295,25.56,12.224,82.965,24.5,0.855,887.8,0,0,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,707.67,79.5,140,1,14,0,10,0,0,1,2,0,2,41,4.5,-0.158333,4.5,18.282,29.5,173,0.295,59.175,24.5,33.841,0.66,2.05,4
45.333333,1.330667,33.5078,106.396313,7.545898,-1.088033,4.300513,0,28.293333,-5.036667,698.2,28.466667,15.333333,1.303333,133.333333,5673.333333,31.666667,5.63E+00,196.866667,2.323333,10.098906,0.708,-1.416935,3.954244,4.982035,0,33.33,15.333333,3800,3833.333333,0.272,44.75,7.529333,52.366667,33.366667,1.713333,974.4,0,0,0,0,0,0,0.333333,0,0,0.666667,0.333333,0.333333,0,0,0,0.666667,0.666667,0,0,0,0,0,0.333333,488.793333,87,46.666667,0.666667,15.333333,0,10,0,0,0.666667,3.333333,0,2,45.333333,4.666667,1.411111,4.666667,18.742,14.333333,107.333333,0.226,38.966,68.066667,35.240667,0.44,1.366667,5.333333
19,1.165,9306.05474,41.86485,5.706099,-3.517788,5.112417,0,12.46,-4.353125,1277.105,0,14,1.005,96.5,2952.6255,5.5,9.00E-01,11,2.425,10.266701,3.2185,-5.611848,3.222366,4.059926,0,16.813125,14,3400,1200,0.7065,27.577,2.97,129.4264,21.1,1.165,990.55,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,182.98,78,103,4,9,0,5,0,0,4,2,0,2,19,3,4.61,3,25.0555,0,129,0.7065,20.31299,129.85,39.079,1.48,5.48,4
17.2,1.002,11163.16251,37.48884,5.575527,-2.667207,3.424063,0,11.574,-1.432,1044.86,0,14.8,0.942,88.4,2362.4574,4.4,7.20E-01,96.26,2.788,10.57055,0,-4.058977,2.919956,3.678914,0,13.006,14.8,2500,1060,0.7,28.0388,2.366,104.47054,18.22,1.088,1019.86,0,0,0,0.4,0,0.6,0,0,0,0,0,0.4,0,0,0,0.6,0.4,0,0,0,0.6,0,0,154.044,81.8,92,3.2,8.8,0,4,0,0,3.2,2.8,0,2,17.2,2.8,3.7292,2.8,29.2742,0,32.8,0.7004,16.40044,475.88,45.2444,0.524,1.64,2.4
23,1.345,23.912318,50.348381,6.346367,-3.830713,7.008866,0,16.05,-4.663869,1515.25,5.5,14,1.16,114.5,3863.5,8,9.00E-01,50.35,2,8.242996,0.8125,-4.206382,3.45707,4.355635,0,20.713869,14,3750,3500,0.571,24.927,12.0625,134.23,19.25,0.395,795.25,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,310.105,78.5,118,4,9,0,5,0,0,4,2,0,2,23,3.5,5.875,3.5,20.1175,0,33,0.57,20.4175,73.35,30.445,1.48,4.825,4
23.5,1.34,23.38853,50.894,6.447721,-2.99059,5.857721,0,16.78,-5.542187,1597.36,3.85,14.5,1.14,113.5,3932,15,9.00E-01,114.71,2.195,8.179655,1.101,-3.554736,3.537917,4.457496,0,22.322187,14.5,3100,1450,0.5405,24.365,3.653,133.03,22.65,0.455,789.19,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,1,0,0,0,0,0,0,345.635,81,118.5,3.5,9.5,0,5,0,0,3.5,2.5,0,2,23.5,3.5,5.51,3.5,21.92,0,67,0.5405,20.4345,44.85,32.77,0.655,2.05,4.5
22,1.326,24.144133,47.1282,6.417963,-2.99303,6.239294,0,16.548,-6.467125,1421.432,4.62,14.8,1.116,111.8,3537.6,15.8,7.20E-01,131.852,2.272,8.615726,1.3212,-3.663232,3.57479,4.503954,0,23.015125,14.8,2620,1360,0.574,24.032,3.2666,108.424,23.26,0.422,831.268,0,0,0,0.4,0,0.6,0,0,0,0,0,0.4,0,0,0,0.6,1,0,0,0,0,0,0,354.18,82.4,115.4,3.2,8.8,0,4,0,0,3.2,2.8,0,2,22,3.4,4.988,3.4,22.202,0,67.6,0.5744,16.4014,49.88,33.182,0.524,1.64,4.8
32,1.4,20.66724,72.3223,6.660819,-3.596677,5.212251,0,18.475,-2.04125,1682,11,14,1.23,120.5,5815.5,25,2.80E+00,53,1.995,7.893951,0,-3.831572,3.446617,4.342465,0,20.51625,14,4400,2950,0.351,25.335,15.0125,144.23,20.55,0.6,762.9,0,0,0,0.5,0,0,0,0,0,0,0,1,0.5,0,0,0,0.5,0.5,0,0.5,0,0,0,696.455,79,124.5,4,14,0,10,0,0,4,2,0,2,32,4,6.215,4,19.5715,0,115,0.3505,45.3,17.55,29.5305,1.375,4.45,4
32.5,1.405,23.409659,74.3415,6.727869,-2.939566,4.780809,0,19.055,-3.33375,1717.5,4.15,14.5,1.21,121,5361.5,15.5,4.90E+00,111.98,2.18,7.875845,0.3995,-3.241524,3.541114,4.461524,0,22.38875,14.5,3850,3950,0.347,25.6965,6.1375,141.19,24.7,0.56,759.85,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,398.455,81.5,126,3.5,14.5,0,10,0,0,3.5,2.5,0,2,32.5,4,5.945,4,20.85,1.85,39,0.3455,21.32,32.35,30.765,0.655,2.05,4.5
32.8,1.404,24.169488,75.2652,6.754141,-2.931801,4.946999,0,19.278,-3.817,1565.6,4.98,14.8,1.2,120.8,5253,16.4,5.52E+00,128.576,2.254,8.251154,0.4794,-3.287377,3.578627,4.508788,0,23.095,14.8,3520,4360,0.3418,25.6298,6.248,118.216,25.72,0.548,796.06,0,0,0,0.4,0,0.6,0,0,0,0,0.6,0.4,0,0,0,0.6,0.4,0,0,0,0,0,0,417.564,83,124.4,3.2,14.8,0,10,0,0,3.2,2.8,0,2,32.8,4,5.51,4,20.918,2.22,34,0.3404,17.464,34.88,30.776,0.524,1.64,4.8
41,1.5,24.900968,95.7415,7.082213,-3.434153,6.169509,0,22.515,-2.69375,2168.5,21,14,1.33,130.5,6300.5,39,2.20E+00,65,1.93,7.303845,0,-3.564809,3.667566,4.620843,0,25.20875,14,6700,2650,0.29,25.63,12.6875,162.015,24.9,0.69,706.25,0,0,0,0.5,0,0,0,0,0,0,0,1,0.5,0,0,0,0.5,0.5,0,0.5,0,0,0,603.345,79.5,144.5,4,14,0,10,0,0,4,2,0,2,41,4.5,7.36,4.5,18.52,10,115,0.289,32.45,15.35,28.005,1.285,4.25,4
41.5,1.505,26.783601,98.6615,7.137732,-2.906255,5.953885,0,23.12,-3.690417,1869,32.5,14.5,1.31,130,6072,25.5,9.00E-01,109.575,1.955,7.504451,0.232,-3.076779,3.732762,4.702986,0,26.810417,14.5,4200,3400,0.2875,25.88,11.4825,153.345,26.75,0.795,724,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,512.785,82,137,3.5,14.5,0,10,0,0,3.5,2.5,0,2,41.5,4.5,6.81,4.5,19.555,8,108,0.2865,21.475,19.25,29.335,0.655,2.05,4.5
43.6,1.524,28.218219,104.4492,7.245977,-2.891827,6.354691,0,24.156,-4.245,1747.4,39,14.8,1.32,131.6,6105.6,28.4,7.20E-01,125.69,1.984,7.80548,0.2784,-3.089684,3.808605,4.798541,0,28.401,14.8,3940,3700,0.2704,25.85,12.662,132.802,28.18,0.83,753.04,0,0,0,0.4,0,0.6,0,0,0,0,0.6,0.4,0.6,0,0,0,0.4,0,0,0,0,0,0,554.76,83.6,137.6,3.2,14.8,0,10,0,0,3.2,2.8,0,2,43.6,4.6,6.548,4.6,19.364,9.6,116.8,0.2696,17.65,19.16,29.06,0.524,1.64,4.8
57,1.555,27.546986,139.3517,7.209203,-3.436887,6.206507,0,23.925,-1.97875,2157,15.5,14,1.36,135,7842,22.5,1.35E+00,69.5,1.915,6.642401,0,-3.492975,3.696374,4.657139,0,25.90375,14,5400,3950,0.2475,25.775,8.3455,217.53,27.45,0.825,641.05,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0,0.5,0,0,0,423.655,80,148,4,21,0,10,0,7,4,2,0,2,57,5,4.26,5,18.5985,6,38,0.2465,24.235,16.55,28.1345,1.235,4.125,4
16,0.943333,12402.35177,34.8796,5.497464,-3.065956,3.509037,0,11.16,-2.578333,1091.066667,0,15.333333,0.893333,84,1775.286,38.333333,1.00E-06,134.066667,2.963333,11.711843,0.127667,-4.709874,2.948365,3.714707,0,13.738333,15.333333,2100,966.666667,0.718667,27.326,12.46,113.707267,18.933333,1.11,1129.966667,0,0,0,0,0.333333,0.666667,0,0,0.333333,0,0,0,0.333333,0,0,0.666667,0,0,0,0,0.666667,0,0,440.333333,84.333333,80.666667,2.666667,8.666667,0,3.333333,0,0,2.666667,3.333333,0,2,16,2.666667,2.481333,2.666667,28.722667,0,83,0.72,20.144933,521.9,48.029333,0.456667,1.516667,2.666667
24,1.32,24.913761,52.3525,6.500792,-3.640577,6.072814,0,17.22,-7.175937,1905.36,3.85,15,1.12,112.5,3641.5,67,1.50E-06,160.21,2.295,9.12972,1.2925,-4.356628,3.652796,4.602235,0,24.395937,15,3000,1450,0.514,22.961,19.3305,172.15,23.95,0.41,880.84,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,799.88,83.5,108.5,3,10,0,5,0,0,3,3,0,2,24,3.5,4.37,3.5,19.632,0,147.5,0.515,30.0845,37.85,34.525,0.685,2.275,5
